,Base_Gallons,Beginning_Gallons,Lifted_Gallons,Execution_Date,Supplier,product_name,Account_Type,terminal_name,period,batchno,change
119,0.0,0.0,0.0,2015-06-01 22:01:09,P66,Birmingham #9 Pre,UB RACK,BIRMINGHAM AL MMP - 032B,Weekly,10,0
120,0.0,0.0,0.0,2015-06-01 02:01:07,P66,C,UB RACK,MACON GA MMP - 03BP,Weekly,1,0
121,0.0,0.0,0.0,2015-06-01 05:01:09,P66,C,UB RACK,MACON GA MMP - 03BP,Weekly,2,0
122,0.0,0.0,0.0,2015-06-01 07:01:05,P66,C,UB RACK,MACON GA MMP - 03BP,Weekly,3,0
123,0.0,0.0,0.0,2015-06-01 09:01:07,P66,C,UB RACK,MACON GA MMP - 03BP,Weekly,4,0
124,0.0,0.0,0.0,2015-06-01 11:01:08,P66,C,UB RACK,MACON GA MMP - 03BP,Weekly,5,0
125,0.0,0.0,0.0,2015-06-01 13:01:09,P66,C,UB RACK,MACON GA MMP - 03BP,Weekly,6,0
126,0.0,0.0,0.0,2015-06-01 15:01:05,P66,C,UB RACK,MACON GA MMP - 03BP,Weekly,7,0
127,0.0,0.0,0.0,2015-06-01 17:01:06,P66,C,UB RACK,MACON GA MMP - 03BP,Weekly,8,0
128,0.0,0.0,0.0,2015-06-01 19:01:07,P66,C,UB RACK,MACON GA MMP - 03BP,Weekly,9,0
129,0.0,0.0,0.0,2015-06-01 22:01:09,P66,C,UB RACK,MACON GA MMP - 03BP,Weekly,10,0
130,0.0,0.0,0.0,2015-06-01 02:13:07,Placid,C,Unbranded Rack,Roanoke Kinder Morgan-264600137-#760,Weekly,1,0
131,0.0,0.0,0.0,2015-06-01 05:13:19,Placid,C,Unbranded Rack,Roanoke Kinder Morgan-264600137-#760,Weekly,2,0
132,0.0,0.0,0.0,2015-06-01 07:13:15,Placid,C,Unbranded Rack,Roanoke Kinder Morgan-264600137-#760,Weekly,3,0
133,0.0,0.0,0.0,2015-06-01 09:13:22,Placid,C,Unbranded Rack,Roanoke Kinder Morgan-264600137-#760,Weekly,4,0
134,0.0,0.0,0.0,2015-06-01 11:13:28,Placid,C,Unbranded Rack,Roanoke Kinder Morgan-264600137-#760,Weekly,5,0
135,0.0,0.0,0.0,2015-06-01 13:13:09,Placid,C,Unbranded Rack,Roanoke Kinder Morgan-264600137-#760,Weekly,6,0
136,0.0,0.0,0.0,2015-06-01 15:13:10,Placid,C,Unbranded Rack,Roanoke Kinder Morgan-264600137-#760,Weekly,7,0
137,0.0,0.0,0.0,2015-06-01 17:13:41,Placid,C,Unbranded Rack,Roanoke Kinder Morgan-264600137-#760,Weekly,8,0
138,0.0,0.0,0.0,2015-06-01 19:13:02,Placid,C,Unbranded Rack,Roanoke Kinder Morgan-264600137-#760,Weekly,9,0
139,0.0,0.0,0.0,2015-06-01 22:15:14,Placid,C,Unbranded Rack,Roanoke Kinder Morgan-264600137-#760,Weekly,10,0
140,0.0,0.0,0.0,2015-06-01 02:15:53,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CA -W SACRAMENTO SHELL,Weekly,1,0
141,0.0,0.0,0.0,2015-06-01 05:16:09,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CA -W SACRAMENTO SHELL,Weekly,2,0
142,0.0,0.0,0.0,2015-06-01 07:16:00,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CA -W SACRAMENTO SHELL,Weekly,3,0
143,0.0,0.0,0.0,2015-06-01 09:16:12,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CA -W SACRAMENTO SHELL,Weekly,4,0
144,0.0,0.0,0.0,2015-06-01 11:16:33,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CA -W SACRAMENTO SHELL,Weekly,5,0
145,0.0,0.0,0.0,2015-06-01 13:16:19,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CA -W SACRAMENTO SHELL,Weekly,6,0
146,0.0,0.0,0.0,2015-06-01 15:16:20,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CA -W SACRAMENTO SHELL,Weekly,7,0
147,0.0,0.0,0.0,2015-06-01 17:16:51,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CA -W SACRAMENTO SHELL,Weekly,8,0
148,0.0,0.0,0.0,2015-06-01 19:16:02,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CA -W SACRAMENTO SHELL,Weekly,9,0
149,0.0,0.0,0.0,2015-06-01 22:18:19,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CA -W SACRAMENTO SHELL,Weekly,10,0
150,0.0,0.0,0.0,2015-06-01 02:15:53,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-COLTON-TESORO-T820,Weekly,1,0
151,0.0,0.0,0.0,2015-06-01 05:16:09,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-COLTON-TESORO-T820,Weekly,2,0
152,0.0,0.0,0.0,2015-06-01 07:16:00,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-COLTON-TESORO-T820,Weekly,3,0
153,0.0,0.0,0.0,2015-06-01 09:16:12,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-COLTON-TESORO-T820,Weekly,4,0
154,0.0,0.0,0.0,2015-06-01 11:16:33,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-COLTON-TESORO-T820,Weekly,5,0
155,0.0,0.0,0.0,2015-06-01 13:16:19,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-COLTON-TESORO-T820,Weekly,6,0
156,0.0,0.0,0.0,2015-06-01 15:16:20,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-COLTON-TESORO-T820,Weekly,7,0
157,0.0,0.0,0.0,2015-06-01 17:16:51,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-COLTON-TESORO-T820,Weekly,8,0
158,0.0,0.0,0.0,2015-06-01 19:16:02,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-COLTON-TESORO-T820,Weekly,9,0
