,enallocationstatus,percentage_allocation,account_type,base_gallons,beginning_gallons,terminal_name,lifted_gallons,remaining_gallons,additional_gallons_allowed,additional_gallons_remaining,next_refresh_date,next_refresh_base_gallons,product_name,period,batchno,execution_date,rid,date,Month,Day,cum_base_gallons,avg_base_perday,cum_beginning_gallons,avg_beginning_perday,cum_lifted_gallons,avg_lifted_perday
2015-05-21,Available,150%,MANSFIELD OIL COMPANY : AC5246494,56,84,3355 CHATTANOOGA TN TRM K MORGAN,0,84,0,0,05/22 00:00:00 EDT,56,DIESEL #2,Daily,10,2015-05-21 22:11:53,2025799,2015-05-21 00:00:00,5,21,1176,56,1848,88,0,0
2015-05-22,Available,150%,MANSFIELD OIL COMPANY : AC5246494,56,84,3355 CHATTANOOGA TN TRM K MORGAN,0,84,0,0,05/23 00:00:00 EDT,56,DIESEL #2,Daily,10,2015-05-22 22:11:52,2065686,2015-05-22 00:00:00,5,22,1232,56,1932,87,0,0
2015-05-23,Available,150%,MANSFIELD OIL COMPANY : AC5246494,56,84,3355 CHATTANOOGA TN TRM K MORGAN,0,84,0,0,05/24 00:00:00 EDT,56,DIESEL #2,Daily,9,2015-05-23 22:11:48,2104596,2015-05-23 00:00:00,5,23,1288,56,2016,87,0,0
2015-05-24,Available,150%,MANSFIELD OIL COMPANY : AC5246494,56,84,3355 CHATTANOOGA TN TRM K MORGAN,0,84,0,0,05/25 00:00:00 EDT,56,DIESEL #2,Daily,10,2015-05-24 22:12:17,2140244,2015-05-24 00:00:00,5,24,1344,56,2100,87,0,0
2015-05-25,Available,150%,MANSFIELD OIL COMPANY : AC5246494,56,84,3355 CHATTANOOGA TN TRM K MORGAN,0,84,0,0,05/26 00:00:00 EDT,56,DIESEL #2,Daily,10,2015-05-25 22:11:59,2179254,2015-05-25 00:00:00,5,25,1400,56,2184,87,0,0
2015-05-26,Available,150%,MANSFIELD OIL COMPANY : AC5246494,56,84,3355 CHATTANOOGA TN TRM K MORGAN,0,84,0,0,05/27 00:00:00 EDT,56,DIESEL #2,Daily,10,2015-05-26 22:12:00,2218665,2015-05-26 00:00:00,5,26,1456,56,2268,87,0,0
2015-05-27,Available,150%,MANSFIELD OIL COMPANY : AC5246494,56,84,3355 CHATTANOOGA TN TRM K MORGAN,0,84,0,0,05/28 00:00:00 EDT,56,DIESEL #2,Daily,10,2015-05-27 22:12:38,2257480,2015-05-27 00:00:00,5,27,1512,56,2352,87,0,0
2015-05-28,Available,150%,MANSFIELD OIL COMPANY : AC5246494,56,84,3355 CHATTANOOGA TN TRM K MORGAN,0,84,0,0,05/29 00:00:00 EDT,56,DIESEL #2,Daily,11,2015-05-28 22:13:26,2295118,2015-05-28 00:00:00,5,28,1568,56,2436,87,0,0
2015-05-29,Available,150%,MANSFIELD OIL COMPANY : AC5246494,56,84,3355 CHATTANOOGA TN TRM K MORGAN,0,84,0,0,05/30 00:00:00 EDT,56,DIESEL #2,Daily,10,2015-05-29 22:13:24,2334401,2015-05-29 00:00:00,5,29,1624,56,2520,86,0,0
2015-05-30,Available,150%,MANSFIELD OIL COMPANY : AC5246494,56,84,3355 CHATTANOOGA TN TRM K MORGAN,0,84,0,0,05/31 00:00:00 EDT,56,DIESEL #2,Daily,10,2015-05-30 22:13:37,2372626,2015-05-30 00:00:00,5,30,1680,56,2604,86,0,0
2015-05-31,Available,150%,MANSFIELD OIL COMPANY : AC5246494,56,84,3355 CHATTANOOGA TN TRM K MORGAN,0,84,0,0,06/01 00:00:00 EDT,56,DIESEL #2,Daily,10,2015-05-31 22:14:15,2410171,2015-05-31 00:00:00,5,31,1736,56,2688,86,0,0
