terminal_longaxxiscode,terminal_longname,supplier_name,Product_Code,Net Price,PriceEffectiveDateTime,shipto_name,Distance,Freight Charge,Total Cost,"Freight for 7,500G","Net Price for 7,500G","Total Cost for 7,500G",product_type
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9547,10-08-2015 19:00,Pilot 4,329.48,0.1438,2.0985,1078.5,14660.25,15738.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.675,10-08-2015 18:00,Pilot 6,450.84,0.1923,1.8673,1442.25,12562.5,14004.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9547,10-08-2015 19:00,Pilot 6,272.7,0.1211,2.0758,908.25,14660.25,15568.5,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.675,10-08-2015 18:00,Pilot 8,465.35,0.1981,1.8731,1485.75,12562.5,14048.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9547,10-08-2015 19:00,Pilot 8,342.98,0.1492,2.1039,1119,14660.25,15779.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.675,10-08-2015 18:00,Pilot 9,512.29,0.2169,1.8919,1626.75,12562.5,14189.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9547,10-08-2015 19:00,Pilot 9,414.38,0.1778,2.1325,1333.5,14660.25,15993.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9547,11-08-2015 00:01,Pilot 1,135.91,0.0664,2.0211,498,14660.25,15158.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9547,11-08-2015 00:01,Pilot 2,287.75,0.1271,2.0818,953.25,14660.25,15613.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9547,11-08-2015 00:01,Pilot 3,259,0.1156,2.0703,867,14660.25,15527.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9547,11-08-2015 00:01,Pilot 4,329.48,0.1438,2.0985,1078.5,14660.25,15738.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9547,11-08-2015 00:01,Pilot 6,272.7,0.1211,2.0758,908.25,14660.25,15568.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9547,11-08-2015 00:01,Pilot 8,342.98,0.1492,2.1039,1119,14660.25,15779.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9547,11-08-2015 00:01,Pilot 9,414.38,0.1778,2.1325,1333.5,14660.25,15993.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.5625,11-08-2015 00:01,Pilot 1,368.37,0.1593,1.7218,1194.75,11718.75,12913.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.58,11-08-2015 00:01,Pilot 1,368.37,0.1593,1.7393,1194.75,11850,13044.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.576,11-08-2015 00:01,Pilot 1,368.37,0.1593,1.7353,1194.75,11820,13014.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5715,11-08-2015 00:01,Pilot 1,368.37,0.1593,1.7308,1194.75,11786.25,12981,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.5625,11-08-2015 00:01,Pilot 2,399.74,0.1719,1.7344,1289.25,11718.75,13008,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.58,11-08-2015 00:01,Pilot 2,399.74,0.1719,1.7519,1289.25,11850,13139.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.576,11-08-2015 00:01,Pilot 2,399.74,0.1719,1.7479,1289.25,11820,13109.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5715,11-08-2015 00:01,Pilot 2,399.74,0.1719,1.7434,1289.25,11786.25,13075.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.5625,11-08-2015 00:01,Pilot 3,353.92,0.1536,1.7161,1152,11718.75,12870.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.58,11-08-2015 00:01,Pilot 3,353.92,0.1536,1.7336,1152,11850,13002,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.576,11-08-2015 00:01,Pilot 3,353.92,0.1536,1.7296,1152,11820,12972,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5715,11-08-2015 00:01,Pilot 3,353.92,0.1536,1.7251,1152,11786.25,12938.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.5625,11-08-2015 00:01,Pilot 4,391.76,0.1687,1.7312,1265.25,11718.75,12984,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.58,11-08-2015 00:01,Pilot 4,391.76,0.1687,1.7487,1265.25,11850,13115.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.576,11-08-2015 00:01,Pilot 4,391.76,0.1687,1.7447,1265.25,11820,13085.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5715,11-08-2015 00:01,Pilot 4,391.76,0.1687,1.7402,1265.25,11786.25,13051.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.5625,11-08-2015 00:01,Pilot 6,286.9,0.1268,1.6893,951,11718.75,12669.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.58,11-08-2015 00:01,Pilot 6,286.9,0.1268,1.7068,951,11850,12801,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.576,11-08-2015 00:01,Pilot 6,286.9,0.1268,1.7028,951,11820,12771,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5715,11-08-2015 00:01,Pilot 6,286.9,0.1268,1.6983,951,11786.25,12737.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.5625,11-08-2015 00:01,Pilot 8,293.49,0.1294,1.6919,970.5,11718.75,12689.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.58,11-08-2015 00:01,Pilot 8,293.49,0.1294,1.7094,970.5,11850,12820.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.576,11-08-2015 00:01,Pilot 8,293.49,0.1294,1.7054,970.5,11820,12790.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5715,11-08-2015 00:01,Pilot 8,293.49,0.1294,1.7009,970.5,11786.25,12756.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.5625,11-08-2015 00:01,Pilot 9,339.6,0.1478,1.7103,1108.5,11718.75,12827.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.58,11-08-2015 00:01,Pilot 9,339.6,0.1478,1.7278,1108.5,11850,12958.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.576,11-08-2015 00:01,Pilot 9,339.6,0.1478,1.7238,1108.5,11820,12928.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5715,11-08-2015 00:01,Pilot 9,339.6,0.1478,1.7193,1108.5,11786.25,12894.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.675,11-08-2015 00:01,Pilot 1,476.28,0.2025,1.8775,1518.75,12562.5,14081.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.675,11-08-2015 00:01,Pilot 2,551.26,0.2325,1.9075,1743.75,12562.5,14306.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.675,11-08-2015 00:01,Pilot 3,506.55,0.2146,1.8896,1609.5,12562.5,14172,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.675,11-08-2015 00:01,Pilot 4,553.55,0.2334,1.9084,1750.5,12562.5,14313,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.675,11-08-2015 00:01,Pilot 6,450.84,0.1923,1.8673,1442.25,12562.5,14004.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.675,11-08-2015 00:01,Pilot 8,465.35,0.1981,1.8731,1485.75,12562.5,14048.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.675,11-08-2015 00:01,Pilot 9,512.29,0.2169,1.8919,1626.75,12562.5,14189.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.533,11-08-2015 18:00,Pilot 1,368.37,0.1593,1.6923,1194.75,11497.5,12692.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.55,11-08-2015 18:00,Pilot 1,368.37,0.1593,1.7093,1194.75,11625,12819.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.546,11-08-2015 18:00,Pilot 1,368.37,0.1593,1.7053,1194.75,11595,12789.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5415,11-08-2015 18:00,Pilot 1,368.37,0.1593,1.7008,1194.75,11561.25,12756,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.533,11-08-2015 18:00,Pilot 2,399.74,0.1719,1.7049,1289.25,11497.5,12786.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.55,11-08-2015 18:00,Pilot 2,399.74,0.1719,1.7219,1289.25,11625,12914.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.546,11-08-2015 18:00,Pilot 2,399.74,0.1719,1.7179,1289.25,11595,12884.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5415,11-08-2015 18:00,Pilot 2,399.74,0.1719,1.7134,1289.25,11561.25,12850.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.533,11-08-2015 18:00,Pilot 3,353.92,0.1536,1.6866,1152,11497.5,12649.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.55,11-08-2015 18:00,Pilot 3,353.92,0.1536,1.7036,1152,11625,12777,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.546,11-08-2015 18:00,Pilot 3,353.92,0.1536,1.6996,1152,11595,12747,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5415,11-08-2015 18:00,Pilot 3,353.92,0.1536,1.6951,1152,11561.25,12713.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.533,11-08-2015 18:00,Pilot 4,391.76,0.1687,1.7017,1265.25,11497.5,12762.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.55,11-08-2015 18:00,Pilot 4,391.76,0.1687,1.7187,1265.25,11625,12890.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.546,11-08-2015 18:00,Pilot 4,391.76,0.1687,1.7147,1265.25,11595,12860.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5415,11-08-2015 18:00,Pilot 4,391.76,0.1687,1.7102,1265.25,11561.25,12826.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.533,11-08-2015 18:00,Pilot 6,286.9,0.1268,1.6598,951,11497.5,12448.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.55,11-08-2015 18:00,Pilot 6,286.9,0.1268,1.6768,951,11625,12576,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.546,11-08-2015 18:00,Pilot 6,286.9,0.1268,1.6728,951,11595,12546,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5415,11-08-2015 18:00,Pilot 6,286.9,0.1268,1.6683,951,11561.25,12512.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.533,11-08-2015 18:00,Pilot 8,293.49,0.1294,1.6624,970.5,11497.5,12468,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.55,11-08-2015 18:00,Pilot 8,293.49,0.1294,1.6794,970.5,11625,12595.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.546,11-08-2015 18:00,Pilot 8,293.49,0.1294,1.6754,970.5,11595,12565.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5415,11-08-2015 18:00,Pilot 8,293.49,0.1294,1.6709,970.5,11561.25,12531.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.533,11-08-2015 18:00,Pilot 9,339.6,0.1478,1.6808,1108.5,11497.5,12606,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.55,11-08-2015 18:00,Pilot 9,339.6,0.1478,1.6978,1108.5,11625,12733.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.546,11-08-2015 18:00,Pilot 9,339.6,0.1478,1.6938,1108.5,11595,12703.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5415,11-08-2015 18:00,Pilot 9,339.6,0.1478,1.6893,1108.5,11561.25,12669.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,11-08-2015 18:00,Pilot 1,476.28,0.2025,1.8475,1518.75,12337.5,13856.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9297,11-08-2015 19:00,Pilot 1,135.91,0.0664,1.9961,498,14472.75,14970.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,11-08-2015 18:00,Pilot 2,551.26,0.2325,1.8775,1743.75,12337.5,14081.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9297,11-08-2015 19:00,Pilot 2,287.75,0.1271,2.0568,953.25,14472.75,15426,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,11-08-2015 18:00,Pilot 3,506.55,0.2146,1.8596,1609.5,12337.5,13947,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9297,11-08-2015 19:00,Pilot 3,259,0.1156,2.0453,867,14472.75,15339.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,11-08-2015 18:00,Pilot 4,553.55,0.2334,1.8784,1750.5,12337.5,14088,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9297,11-08-2015 19:00,Pilot 4,329.48,0.1438,2.0735,1078.5,14472.75,15551.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,11-08-2015 18:00,Pilot 6,450.84,0.1923,1.8373,1442.25,12337.5,13779.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9297,11-08-2015 19:00,Pilot 6,272.7,0.1211,2.0508,908.25,14472.75,15381,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,11-08-2015 18:00,Pilot 8,465.35,0.1981,1.8431,1485.75,12337.5,13823.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9297,11-08-2015 19:00,Pilot 8,342.98,0.1492,2.0789,1119,14472.75,15591.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,11-08-2015 18:00,Pilot 9,512.29,0.2169,1.8619,1626.75,12337.5,13964.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9297,11-08-2015 19:00,Pilot 9,414.38,0.1778,2.1075,1333.5,14472.75,15806.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9297,12-08-2015 00:01,Pilot 1,135.91,0.0664,1.9961,498,14472.75,14970.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9297,12-08-2015 00:01,Pilot 2,287.75,0.1271,2.0568,953.25,14472.75,15426,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9297,12-08-2015 00:01,Pilot 3,259,0.1156,2.0453,867,14472.75,15339.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9297,12-08-2015 00:01,Pilot 4,329.48,0.1438,2.0735,1078.5,14472.75,15551.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9297,12-08-2015 00:01,Pilot 6,272.7,0.1211,2.0508,908.25,14472.75,15381,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9297,12-08-2015 00:01,Pilot 8,342.98,0.1492,2.0789,1119,14472.75,15591.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9297,12-08-2015 00:01,Pilot 9,414.38,0.1778,2.1075,1333.5,14472.75,15806.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.533,12-08-2015 00:01,Pilot 1,368.37,0.1593,1.6923,1194.75,11497.5,12692.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.55,12-08-2015 00:01,Pilot 1,368.37,0.1593,1.7093,1194.75,11625,12819.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.546,12-08-2015 00:01,Pilot 1,368.37,0.1593,1.7053,1194.75,11595,12789.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5415,12-08-2015 00:01,Pilot 1,368.37,0.1593,1.7008,1194.75,11561.25,12756,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.533,12-08-2015 00:01,Pilot 2,399.74,0.1719,1.7049,1289.25,11497.5,12786.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.55,12-08-2015 00:01,Pilot 2,399.74,0.1719,1.7219,1289.25,11625,12914.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.546,12-08-2015 00:01,Pilot 2,399.74,0.1719,1.7179,1289.25,11595,12884.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5415,12-08-2015 00:01,Pilot 2,399.74,0.1719,1.7134,1289.25,11561.25,12850.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.533,12-08-2015 00:01,Pilot 3,353.92,0.1536,1.6866,1152,11497.5,12649.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.55,12-08-2015 00:01,Pilot 3,353.92,0.1536,1.7036,1152,11625,12777,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.546,12-08-2015 00:01,Pilot 3,353.92,0.1536,1.6996,1152,11595,12747,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5415,12-08-2015 00:01,Pilot 3,353.92,0.1536,1.6951,1152,11561.25,12713.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.533,12-08-2015 00:01,Pilot 4,391.76,0.1687,1.7017,1265.25,11497.5,12762.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.55,12-08-2015 00:01,Pilot 4,391.76,0.1687,1.7187,1265.25,11625,12890.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.546,12-08-2015 00:01,Pilot 4,391.76,0.1687,1.7147,1265.25,11595,12860.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5415,12-08-2015 00:01,Pilot 4,391.76,0.1687,1.7102,1265.25,11561.25,12826.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.533,12-08-2015 00:01,Pilot 6,286.9,0.1268,1.6598,951,11497.5,12448.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.55,12-08-2015 00:01,Pilot 6,286.9,0.1268,1.6768,951,11625,12576,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.546,12-08-2015 00:01,Pilot 6,286.9,0.1268,1.6728,951,11595,12546,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5415,12-08-2015 00:01,Pilot 6,286.9,0.1268,1.6683,951,11561.25,12512.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.533,12-08-2015 00:01,Pilot 8,293.49,0.1294,1.6624,970.5,11497.5,12468,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.55,12-08-2015 00:01,Pilot 8,293.49,0.1294,1.6794,970.5,11625,12595.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.546,12-08-2015 00:01,Pilot 8,293.49,0.1294,1.6754,970.5,11595,12565.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5415,12-08-2015 00:01,Pilot 8,293.49,0.1294,1.6709,970.5,11561.25,12531.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.533,12-08-2015 00:01,Pilot 9,339.6,0.1478,1.6808,1108.5,11497.5,12606,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.55,12-08-2015 00:01,Pilot 9,339.6,0.1478,1.6978,1108.5,11625,12733.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.546,12-08-2015 00:01,Pilot 9,339.6,0.1478,1.6938,1108.5,11595,12703.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5415,12-08-2015 00:01,Pilot 9,339.6,0.1478,1.6893,1108.5,11561.25,12669.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,12-08-2015 00:01,Pilot 1,476.28,0.2025,1.8475,1518.75,12337.5,13856.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,12-08-2015 00:01,Pilot 2,551.26,0.2325,1.8775,1743.75,12337.5,14081.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,12-08-2015 00:01,Pilot 3,506.55,0.2146,1.8596,1609.5,12337.5,13947,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,12-08-2015 00:01,Pilot 4,553.55,0.2334,1.8784,1750.5,12337.5,14088,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,12-08-2015 00:01,Pilot 6,450.84,0.1923,1.8373,1442.25,12337.5,13779.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,12-08-2015 00:01,Pilot 8,465.35,0.1981,1.8431,1485.75,12337.5,13823.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,12-08-2015 00:01,Pilot 9,512.29,0.2169,1.8619,1626.75,12337.5,13964.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,12-08-2015 11:30,Pilot 1,476.28,0.2025,1.8475,1518.75,12337.5,13856.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9626,12-08-2015 19:00,Pilot 1,135.91,0.0664,2.029,498,14719.5,15217.5,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,12-08-2015 11:30,Pilot 2,551.26,0.2325,1.8775,1743.75,12337.5,14081.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9626,12-08-2015 19:00,Pilot 2,287.75,0.1271,2.0897,953.25,14719.5,15672.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,12-08-2015 11:30,Pilot 3,506.55,0.2146,1.8596,1609.5,12337.5,13947,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9626,12-08-2015 19:00,Pilot 3,259,0.1156,2.0782,867,14719.5,15586.5,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,12-08-2015 11:30,Pilot 4,553.55,0.2334,1.8784,1750.5,12337.5,14088,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9626,12-08-2015 19:00,Pilot 4,329.48,0.1438,2.1064,1078.5,14719.5,15798,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,12-08-2015 11:30,Pilot 6,450.84,0.1923,1.8373,1442.25,12337.5,13779.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9626,12-08-2015 19:00,Pilot 6,272.7,0.1211,2.0837,908.25,14719.5,15627.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,12-08-2015 11:30,Pilot 8,465.35,0.1981,1.8431,1485.75,12337.5,13823.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9626,12-08-2015 19:00,Pilot 8,342.98,0.1492,2.1118,1119,14719.5,15838.5,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.645,12-08-2015 11:30,Pilot 9,512.29,0.2169,1.8619,1626.75,12337.5,13964.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9626,12-08-2015 19:00,Pilot 9,414.38,0.1778,2.1404,1333.5,14719.5,16053,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9626,13-08-2015 00:01,Pilot 1,135.91,0.0664,2.029,498,14719.5,15217.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9626,13-08-2015 00:01,Pilot 2,287.75,0.1271,2.0897,953.25,14719.5,15672.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9626,13-08-2015 00:01,Pilot 3,259,0.1156,2.0782,867,14719.5,15586.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9626,13-08-2015 00:01,Pilot 4,329.48,0.1438,2.1064,1078.5,14719.5,15798,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9626,13-08-2015 00:01,Pilot 6,272.7,0.1211,2.0837,908.25,14719.5,15627.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9626,13-08-2015 00:01,Pilot 8,342.98,0.1492,2.1118,1119,14719.5,15838.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,1.9626,13-08-2015 00:01,Pilot 9,414.38,0.1778,2.1404,1333.5,14719.5,16053,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.5685,13-08-2015 00:01,Pilot 1,368.37,0.1593,1.7278,1194.75,11763.75,12958.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.58,13-08-2015 00:01,Pilot 1,368.37,0.1593,1.7393,1194.75,11850,13044.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.5775,13-08-2015 00:01,Pilot 1,368.37,0.1593,1.7368,1194.75,11831.25,13026,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5745,13-08-2015 00:01,Pilot 1,368.37,0.1593,1.7338,1194.75,11808.75,13003.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.5685,13-08-2015 00:01,Pilot 2,399.74,0.1719,1.7404,1289.25,11763.75,13053,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.58,13-08-2015 00:01,Pilot 2,399.74,0.1719,1.7519,1289.25,11850,13139.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.5775,13-08-2015 00:01,Pilot 2,399.74,0.1719,1.7494,1289.25,11831.25,13120.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.5745,13-08-2015 00:01,Pilot 2,399.74,0.1719,1.7464,1289.25,11808.75,13098,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.5685,13-08-2015 00:01,Pilot 3,353.92,0.1536,1.7221,1152,11763.75,12915.75,ULSD
