terminal_longaxxiscode,terminal_longname,supplier_name,Product_Code,Net Price,PriceEffectiveDateTime,shipto_name,Distance,Freight Charge,Total Cost,"Freight for 7,500G","Net Price for 7,500G","Total Cost for 7,500G",product_type
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2703,17-06-2015 00:01,Pilot 1,135.91,0.0664,2.3367,498,17027.25,17525.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2703,17-06-2015 00:01,Pilot 2,287.75,0.1271,2.3974,953.25,17027.25,17980.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2703,17-06-2015 00:01,Pilot 3,259,0.1156,2.3859,867,17027.25,17894.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2703,17-06-2015 00:01,Pilot 4,329.48,0.1438,2.4141,1078.5,17027.25,18105.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2703,17-06-2015 00:01,Pilot 6,272.7,0.1211,2.3914,908.25,17027.25,17935.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2703,17-06-2015 00:01,Pilot 8,342.98,0.1492,2.4195,1119,17027.25,18146.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2703,17-06-2015 00:01,Pilot 9,414.38,0.1778,2.4481,1333.5,17027.25,18360.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.856,17-06-2015 00:01,Pilot 1,368.37,0.1593,2.0153,1194.75,13920,15114.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.8775,17-06-2015 00:01,Pilot 1,368.37,0.1593,2.0368,1194.75,14081.25,15276,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8725,17-06-2015 00:01,Pilot 1,368.37,0.1593,2.0318,1194.75,14043.75,15238.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.867,17-06-2015 00:01,Pilot 1,368.37,0.1593,2.0263,1194.75,14002.5,15197.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.856,17-06-2015 00:01,Pilot 2,399.74,0.1719,2.0279,1289.25,13920,15209.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.8775,17-06-2015 00:01,Pilot 2,399.74,0.1719,2.0494,1289.25,14081.25,15370.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8725,17-06-2015 00:01,Pilot 2,399.74,0.1719,2.0444,1289.25,14043.75,15333,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.867,17-06-2015 00:01,Pilot 2,399.74,0.1719,2.0389,1289.25,14002.5,15291.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.856,17-06-2015 00:01,Pilot 3,353.92,0.1536,2.0096,1152,13920,15072,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.8775,17-06-2015 00:01,Pilot 3,353.92,0.1536,2.0311,1152,14081.25,15233.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8725,17-06-2015 00:01,Pilot 3,353.92,0.1536,2.0261,1152,14043.75,15195.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.867,17-06-2015 00:01,Pilot 3,353.92,0.1536,2.0206,1152,14002.5,15154.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.856,17-06-2015 00:01,Pilot 4,391.76,0.1687,2.0247,1265.25,13920,15185.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.8775,17-06-2015 00:01,Pilot 4,391.76,0.1687,2.0462,1265.25,14081.25,15346.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8725,17-06-2015 00:01,Pilot 4,391.76,0.1687,2.0412,1265.25,14043.75,15309,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.867,17-06-2015 00:01,Pilot 4,391.76,0.1687,2.0357,1265.25,14002.5,15267.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.856,17-06-2015 00:01,Pilot 6,286.9,0.1268,1.9828,951,13920,14871,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.8775,17-06-2015 00:01,Pilot 6,286.9,0.1268,2.0043,951,14081.25,15032.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8725,17-06-2015 00:01,Pilot 6,286.9,0.1268,1.9993,951,14043.75,14994.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.867,17-06-2015 00:01,Pilot 6,286.9,0.1268,1.9938,951,14002.5,14953.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.856,17-06-2015 00:01,Pilot 8,293.49,0.1294,1.9854,970.5,13920,14890.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.8775,17-06-2015 00:01,Pilot 8,293.49,0.1294,2.0069,970.5,14081.25,15051.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8725,17-06-2015 00:01,Pilot 8,293.49,0.1294,2.0019,970.5,14043.75,15014.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.867,17-06-2015 00:01,Pilot 8,293.49,0.1294,1.9964,970.5,14002.5,14973,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.856,17-06-2015 00:01,Pilot 9,339.6,0.1478,2.0038,1108.5,13920,15028.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.8775,17-06-2015 00:01,Pilot 9,339.6,0.1478,2.0253,1108.5,14081.25,15189.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8725,17-06-2015 00:01,Pilot 9,339.6,0.1478,2.0203,1108.5,14043.75,15152.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.867,17-06-2015 00:01,Pilot 9,339.6,0.1478,2.0148,1108.5,14002.5,15111,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.985,17-06-2015 00:01,Pilot 1,476.28,0.2025,2.1875,1518.75,14887.5,16406.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.985,17-06-2015 00:01,Pilot 2,551.26,0.2325,2.2175,1743.75,14887.5,16631.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.985,17-06-2015 00:01,Pilot 3,506.55,0.2146,2.1996,1609.5,14887.5,16497,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.985,17-06-2015 00:01,Pilot 4,553.55,0.2334,2.2184,1750.5,14887.5,16638,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.985,17-06-2015 00:01,Pilot 6,450.84,0.1923,2.1773,1442.25,14887.5,16329.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.985,17-06-2015 00:01,Pilot 8,465.35,0.1981,2.1831,1485.75,14887.5,16373.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.985,17-06-2015 00:01,Pilot 9,512.29,0.2169,2.2019,1626.75,14887.5,16514.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.896,17-06-2015 09:30,Pilot 1,368.37,0.1593,2.0553,1194.75,14220,15414.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.9175,17-06-2015 09:30,Pilot 1,368.37,0.1593,2.0768,1194.75,14381.25,15576,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9125,17-06-2015 09:30,Pilot 1,368.37,0.1593,2.0718,1194.75,14343.75,15538.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.907,17-06-2015 09:30,Pilot 1,368.37,0.1593,2.0663,1194.75,14302.5,15497.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.896,17-06-2015 09:30,Pilot 2,399.74,0.1719,2.0679,1289.25,14220,15509.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.9175,17-06-2015 09:30,Pilot 2,399.74,0.1719,2.0894,1289.25,14381.25,15670.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9125,17-06-2015 09:30,Pilot 2,399.74,0.1719,2.0844,1289.25,14343.75,15633,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.907,17-06-2015 09:30,Pilot 2,399.74,0.1719,2.0789,1289.25,14302.5,15591.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.896,17-06-2015 09:30,Pilot 3,353.92,0.1536,2.0496,1152,14220,15372,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.9175,17-06-2015 09:30,Pilot 3,353.92,0.1536,2.0711,1152,14381.25,15533.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9125,17-06-2015 09:30,Pilot 3,353.92,0.1536,2.0661,1152,14343.75,15495.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.907,17-06-2015 09:30,Pilot 3,353.92,0.1536,2.0606,1152,14302.5,15454.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.896,17-06-2015 09:30,Pilot 4,391.76,0.1687,2.0647,1265.25,14220,15485.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.9175,17-06-2015 09:30,Pilot 4,391.76,0.1687,2.0862,1265.25,14381.25,15646.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9125,17-06-2015 09:30,Pilot 4,391.76,0.1687,2.0812,1265.25,14343.75,15609,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.907,17-06-2015 09:30,Pilot 4,391.76,0.1687,2.0757,1265.25,14302.5,15567.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.896,17-06-2015 09:30,Pilot 6,286.9,0.1268,2.0228,951,14220,15171,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.9175,17-06-2015 09:30,Pilot 6,286.9,0.1268,2.0443,951,14381.25,15332.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9125,17-06-2015 09:30,Pilot 6,286.9,0.1268,2.0393,951,14343.75,15294.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.907,17-06-2015 09:30,Pilot 6,286.9,0.1268,2.0338,951,14302.5,15253.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.896,17-06-2015 09:30,Pilot 8,293.49,0.1294,2.0254,970.5,14220,15190.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.9175,17-06-2015 09:30,Pilot 8,293.49,0.1294,2.0469,970.5,14381.25,15351.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9125,17-06-2015 09:30,Pilot 8,293.49,0.1294,2.0419,970.5,14343.75,15314.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.907,17-06-2015 09:30,Pilot 8,293.49,0.1294,2.0364,970.5,14302.5,15273,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.896,17-06-2015 09:30,Pilot 9,339.6,0.1478,2.0438,1108.5,14220,15328.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.9175,17-06-2015 09:30,Pilot 9,339.6,0.1478,2.0653,1108.5,14381.25,15489.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9125,17-06-2015 09:30,Pilot 9,339.6,0.1478,2.0603,1108.5,14343.75,15452.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.907,17-06-2015 09:30,Pilot 9,339.6,0.1478,2.0548,1108.5,14302.5,15411,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.025,17-06-2015 09:30,Pilot 1,476.28,0.2025,2.2275,1518.75,15187.5,16706.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.025,17-06-2015 09:30,Pilot 2,551.26,0.2325,2.2575,1743.75,15187.5,16931.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.025,17-06-2015 09:30,Pilot 3,506.55,0.2146,2.2396,1609.5,15187.5,16797,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.025,17-06-2015 09:30,Pilot 4,553.55,0.2334,2.2584,1750.5,15187.5,16938,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.025,17-06-2015 09:30,Pilot 6,450.84,0.1923,2.2173,1442.25,15187.5,16629.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.025,17-06-2015 09:30,Pilot 8,465.35,0.1981,2.2231,1485.75,15187.5,16673.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.025,17-06-2015 09:30,Pilot 9,512.29,0.2169,2.2419,1626.75,15187.5,16814.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.882,17-06-2015 18:00,Pilot 1,368.37,0.1593,2.0413,1194.75,14115,15309.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.905,17-06-2015 18:00,Pilot 1,368.37,0.1593,2.0643,1194.75,14287.5,15482.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8995,17-06-2015 18:00,Pilot 1,368.37,0.1593,2.0588,1194.75,14246.25,15441,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8935,17-06-2015 18:00,Pilot 1,368.37,0.1593,2.0528,1194.75,14201.25,15396,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.882,17-06-2015 18:00,Pilot 2,399.74,0.1719,2.0539,1289.25,14115,15404.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.905,17-06-2015 18:00,Pilot 2,399.74,0.1719,2.0769,1289.25,14287.5,15576.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8995,17-06-2015 18:00,Pilot 2,399.74,0.1719,2.0714,1289.25,14246.25,15535.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8935,17-06-2015 18:00,Pilot 2,399.74,0.1719,2.0654,1289.25,14201.25,15490.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.882,17-06-2015 18:00,Pilot 3,353.92,0.1536,2.0356,1152,14115,15267,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.905,17-06-2015 18:00,Pilot 3,353.92,0.1536,2.0586,1152,14287.5,15439.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8995,17-06-2015 18:00,Pilot 3,353.92,0.1536,2.0531,1152,14246.25,15398.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8935,17-06-2015 18:00,Pilot 3,353.92,0.1536,2.0471,1152,14201.25,15353.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.882,17-06-2015 18:00,Pilot 4,391.76,0.1687,2.0507,1265.25,14115,15380.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.905,17-06-2015 18:00,Pilot 4,391.76,0.1687,2.0737,1265.25,14287.5,15552.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8995,17-06-2015 18:00,Pilot 4,391.76,0.1687,2.0682,1265.25,14246.25,15511.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8935,17-06-2015 18:00,Pilot 4,391.76,0.1687,2.0622,1265.25,14201.25,15466.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.882,17-06-2015 18:00,Pilot 6,286.9,0.1268,2.0088,951,14115,15066,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.905,17-06-2015 18:00,Pilot 6,286.9,0.1268,2.0318,951,14287.5,15238.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8995,17-06-2015 18:00,Pilot 6,286.9,0.1268,2.0263,951,14246.25,15197.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8935,17-06-2015 18:00,Pilot 6,286.9,0.1268,2.0203,951,14201.25,15152.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.882,17-06-2015 18:00,Pilot 8,293.49,0.1294,2.0114,970.5,14115,15085.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.905,17-06-2015 18:00,Pilot 8,293.49,0.1294,2.0344,970.5,14287.5,15258,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8995,17-06-2015 18:00,Pilot 8,293.49,0.1294,2.0289,970.5,14246.25,15216.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8935,17-06-2015 18:00,Pilot 8,293.49,0.1294,2.0229,970.5,14201.25,15171.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.882,17-06-2015 18:00,Pilot 9,339.6,0.1478,2.0298,1108.5,14115,15223.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.905,17-06-2015 18:00,Pilot 9,339.6,0.1478,2.0528,1108.5,14287.5,15396,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8995,17-06-2015 18:00,Pilot 9,339.6,0.1478,2.0473,1108.5,14246.25,15354.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8935,17-06-2015 18:00,Pilot 9,339.6,0.1478,2.0413,1108.5,14201.25,15309.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.015,17-06-2015 18:00,Pilot 1,476.28,0.2025,2.2175,1518.75,15112.5,16631.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2424,17-06-2015 19:00,Pilot 1,135.91,0.0664,2.3088,498,16818,17316,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.015,17-06-2015 18:00,Pilot 2,551.26,0.2325,2.2475,1743.75,15112.5,16856.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2424,17-06-2015 19:00,Pilot 2,287.75,0.1271,2.3695,953.25,16818,17771.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.015,17-06-2015 18:00,Pilot 3,506.55,0.2146,2.2296,1609.5,15112.5,16722,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2424,17-06-2015 19:00,Pilot 3,259,0.1156,2.358,867,16818,17685,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.015,17-06-2015 18:00,Pilot 4,553.55,0.2334,2.2484,1750.5,15112.5,16863,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2424,17-06-2015 19:00,Pilot 4,329.48,0.1438,2.3862,1078.5,16818,17896.5,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.015,17-06-2015 18:00,Pilot 6,450.84,0.1923,2.2073,1442.25,15112.5,16554.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2424,17-06-2015 19:00,Pilot 6,272.7,0.1211,2.3635,908.25,16818,17726.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.015,17-06-2015 18:00,Pilot 8,465.35,0.1981,2.2131,1485.75,15112.5,16598.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2424,17-06-2015 19:00,Pilot 8,342.98,0.1492,2.3916,1119,16818,17937,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.015,17-06-2015 18:00,Pilot 9,512.29,0.2169,2.2319,1626.75,15112.5,16739.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2424,17-06-2015 19:00,Pilot 9,414.38,0.1778,2.4202,1333.5,16818,18151.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2424,18-06-2015 00:01,Pilot 1,135.91,0.0664,2.3088,498,16818,17316,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2424,18-06-2015 00:01,Pilot 2,287.75,0.1271,2.3695,953.25,16818,17771.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2424,18-06-2015 00:01,Pilot 3,259,0.1156,2.358,867,16818,17685,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2424,18-06-2015 00:01,Pilot 4,329.48,0.1438,2.3862,1078.5,16818,17896.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2424,18-06-2015 00:01,Pilot 6,272.7,0.1211,2.3635,908.25,16818,17726.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2424,18-06-2015 00:01,Pilot 8,342.98,0.1492,2.3916,1119,16818,17937,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2424,18-06-2015 00:01,Pilot 9,414.38,0.1778,2.4202,1333.5,16818,18151.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.882,18-06-2015 00:01,Pilot 1,368.37,0.1593,2.0413,1194.75,14115,15309.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.905,18-06-2015 00:01,Pilot 1,368.37,0.1593,2.0643,1194.75,14287.5,15482.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8995,18-06-2015 00:01,Pilot 1,368.37,0.1593,2.0588,1194.75,14246.25,15441,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8935,18-06-2015 00:01,Pilot 1,368.37,0.1593,2.0528,1194.75,14201.25,15396,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.882,18-06-2015 00:01,Pilot 2,399.74,0.1719,2.0539,1289.25,14115,15404.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.905,18-06-2015 00:01,Pilot 2,399.74,0.1719,2.0769,1289.25,14287.5,15576.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8995,18-06-2015 00:01,Pilot 2,399.74,0.1719,2.0714,1289.25,14246.25,15535.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8935,18-06-2015 00:01,Pilot 2,399.74,0.1719,2.0654,1289.25,14201.25,15490.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.882,18-06-2015 00:01,Pilot 3,353.92,0.1536,2.0356,1152,14115,15267,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.905,18-06-2015 00:01,Pilot 3,353.92,0.1536,2.0586,1152,14287.5,15439.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8995,18-06-2015 00:01,Pilot 3,353.92,0.1536,2.0531,1152,14246.25,15398.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8935,18-06-2015 00:01,Pilot 3,353.92,0.1536,2.0471,1152,14201.25,15353.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.882,18-06-2015 00:01,Pilot 4,391.76,0.1687,2.0507,1265.25,14115,15380.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.905,18-06-2015 00:01,Pilot 4,391.76,0.1687,2.0737,1265.25,14287.5,15552.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8995,18-06-2015 00:01,Pilot 4,391.76,0.1687,2.0682,1265.25,14246.25,15511.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8935,18-06-2015 00:01,Pilot 4,391.76,0.1687,2.0622,1265.25,14201.25,15466.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.882,18-06-2015 00:01,Pilot 6,286.9,0.1268,2.0088,951,14115,15066,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.905,18-06-2015 00:01,Pilot 6,286.9,0.1268,2.0318,951,14287.5,15238.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8995,18-06-2015 00:01,Pilot 6,286.9,0.1268,2.0263,951,14246.25,15197.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8935,18-06-2015 00:01,Pilot 6,286.9,0.1268,2.0203,951,14201.25,15152.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.882,18-06-2015 00:01,Pilot 8,293.49,0.1294,2.0114,970.5,14115,15085.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.905,18-06-2015 00:01,Pilot 8,293.49,0.1294,2.0344,970.5,14287.5,15258,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8995,18-06-2015 00:01,Pilot 8,293.49,0.1294,2.0289,970.5,14246.25,15216.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8935,18-06-2015 00:01,Pilot 8,293.49,0.1294,2.0229,970.5,14201.25,15171.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.882,18-06-2015 00:01,Pilot 9,339.6,0.1478,2.0298,1108.5,14115,15223.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.905,18-06-2015 00:01,Pilot 9,339.6,0.1478,2.0528,1108.5,14287.5,15396,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8995,18-06-2015 00:01,Pilot 9,339.6,0.1478,2.0473,1108.5,14246.25,15354.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8935,18-06-2015 00:01,Pilot 9,339.6,0.1478,2.0413,1108.5,14201.25,15309.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.015,18-06-2015 00:01,Pilot 1,476.28,0.2025,2.2175,1518.75,15112.5,16631.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.015,18-06-2015 00:01,Pilot 2,551.26,0.2325,2.2475,1743.75,15112.5,16856.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.015,18-06-2015 00:01,Pilot 3,506.55,0.2146,2.2296,1609.5,15112.5,16722,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.015,18-06-2015 00:01,Pilot 4,553.55,0.2334,2.2484,1750.5,15112.5,16863,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.015,18-06-2015 00:01,Pilot 6,450.84,0.1923,2.2073,1442.25,15112.5,16554.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.015,18-06-2015 00:01,Pilot 8,465.35,0.1981,2.2131,1485.75,15112.5,16598.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.015,18-06-2015 00:01,Pilot 9,512.29,0.2169,2.2319,1626.75,15112.5,16739.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.888,18-06-2015 18:00,Pilot 1,368.37,0.1593,2.0473,1194.75,14160,15354.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,18-06-2015 18:00,Pilot 1,368.37,0.1593,2.0693,1194.75,14325,15519.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,18-06-2015 18:00,Pilot 1,368.37,0.1593,2.0638,1194.75,14283.75,15478.5,ULSD
